Location,Signal Strength (dBm),Download Speed (Mbps),Upload Speed (Mbps),Latency (ms),Jitter (ms),Network Type,Device Model,Carrier,Band,Battery Level (%),Temperature (°C),Connected Duration (min),Handover Count,Data Usage (MB),Video Streaming Quality,VoNR Enabled,Network Congestion Level,Ping to Google (ms),Dropped Connection
Tokyo,-86,182.7,52.43,3,4.03,5G NSA,GT 7,Verizon,n78,57,28.4,1,0,354.45,3,TRUE,Medium,47.6,TRUE
Chennai,-94.8,560.07,98.71,11,3.13,5G NSA,Galaxy S23,BSNL,n78,93,26.4,17,0,23.33,2,TRUE,Medium,44.6,FALSE
Kolkata,-73.2,255.4,43.88,17,4.74,5G SA,GT 7,Airtel,n28,72,32.6,34,1,477.39,5,FALSE,Low,91.3,FALSE
Chennai,-71.6,599.37,74.46,4.7,4.74,4G,GT 7,Airtel,n28,36,29.9,34,1,110.17,1,FALSE,Low,13,FALSE
Chennai,-99.8,425.81,148.38,12.9,2.31,4G,GT 7,BSNL,n28,18,28.2,47,3,393.68,4,FALSE,High,16.6,TRUE
Tokyo,-99.9,950.47,44.1,5.2,2.42,5G NSA,GT 7,AT&T,n260,77,31.7,21,2,197.96,5,TRUE,High,55.3,TRUE
Berlin,-85.2,386.72,39.86,4.8,4.93,5G SA,iPhone 14,Verizon,n260,57,32.7,57,1,71.35,2,FALSE,Medium,38.6,FALSE
San Francisco,-73.4,572.72,74.07,7.3,4.74,5G NSA,Galaxy S23,Verizon,n41,20,33.2,12,4,123.39,1,FALSE,Low,87.6,TRUE
Mumbai,-64.8,725.04,64.15,4.8,3.78,5G SA,Pixel 7,Airtel,n258,67,37.9,48,4,53.58,2,FALSE,Medium,65.7,FALSE
New York,-95.5,300.55,38.56,6.3,3.2,4G,Galaxy S23,T-Mobile,n78,51,34.6,6,4,429.94,5,TRUE,High,67.5,TRUE
San Francisco,-95.2,858.52,62.27,1.4,3.85,5G NSA,Nord 4,AT&T,n41,15,45,33,4,116.42,2,TRUE,High,75.4,FALSE
New York,-105.3,856.28,49.66,13.4,4.74,4G,iPhone 14,T-Mobile,n41,86,37,21,4,89.91,4,TRUE,Low,16.9,FALSE
Berlin,-67,146.54,109.64,14.4,4.34,4G,GT 7,AT&T,n260,32,33.6,52,2,178.05,1,FALSE,High,30.1,TRUE
New York,-101.1,429.27,46.82,8,4.74,5G NSA,Pixel 7,Verizon,n260,68,41.8,47,3,164.49,1,FALSE,Low,92.3,TRUE
New York,-96,178.74,60.59,13.8,4.74,5G NSA,iPhone 14,Verizon,n260,33,37.4,37,2,166.68,5,FALSE,Low,61.3,FALSE
Mumbai,-85.3,701.73,39.21,8.9,4.74,5G SA,Pixel 7,BSNL,n78,98,23.4,38,0,84.81,5,TRUE,Low,40.6,TRUE
Delhi,-91.8,456.76,35.62,6.2,0.37,5G SA,GT 7,Vi,n258,24,36,33,3,361.83,2,FALSE,Medium,70.5,TRUE
Kolkata,-109.7,273.44,61.07,9.6,2.93,4G,iPhone 14,Vi,n258,72,20.1,15,0,240.37,1,FALSE,High,46.7,TRUE
New York,-61.4,559.34,38.75,12.9,4.74,5G SA,Galaxy S23,T-Mobile,n260,79,36.2,31,3,405.85,3,FALSE,Low,28.6,TRUE
New York,-67.6,692.23,95.99,9.1,0.38,4G,Pixel 7,Verizon,n78,33,31.7,25,0,463.73,1,FALSE,High,21.2,TRUE
Kolkata,-105.9,254.24,79.87,7.2,4.74,4G,iPhone 14,Jio,n258,64,28.6,49,1,299.73,4,FALSE,Low,94.2,TRUE
Delhi,-103.2,191.33,56.63,3.1,4.74,4G,Nord 4,BSNL,n258,51,21.3,53,1,398.56,3,FALSE,Low,26.8,TRUE
Chennai,-61.4,568.39,39.45,2.3,4.74,5G NSA,Galaxy S23,Jio,n258,51,21.7,15,1,92.19,2,TRUE,Low,82.1,TRUE
Chennai,-77.8,121.22,52.02,1,3.61,5G NSA,iPhone 14,Vi,n258,34,35,51,0,268.67,1,FALSE,Medium,55.1,TRUE
Mumbai,-78.5,960.31,122.29,11.1,1.61,5G SA,GT 7,Jio,n78,14,27.1,38,4,368.25,2,FALSE,High,46,TRUE
Delhi,-96.8,212.99,148.16,16.6,4.74,5G NSA,GT 7,Vi,n258,83,35.9,19,1,307.87,2,FALSE,Low,12.1,TRUE
Mumbai,-64.8,857.7,46.83,18.5,3.48,4G,Nord 4,Airtel,n28,21,20.9,25,2,326.33,5,FALSE,Medium,86.9,TRUE
Berlin,-76,262.25,113.12,15.3,4.74,5G SA,Pixel 7,AT&T,n78,26,29.9,15,3,458.11,2,FALSE,Low,64,FALSE
Delhi,-75.1,954.34,84.19,17.9,3.37,5G NSA,Nord 4,Vi,n28,24,32.3,4,3,351.94,1,TRUE,High,66.4,TRUE
Delhi,-107,641.92,38,3.4,1.28,4G,iPhone 14,BSNL,n78,98,23.2,10,1,200.49,2,FALSE,High,24.6,TRUE
San Francisco,-73,449.85,112.81,15.8,4.74,5G NSA,Pixel 7,AT&T,n260,74,38.2,49,3,105.08,2,FALSE,Low,22.2,TRUE
Tokyo,-83.7,973.88,126.62,12.5,4.74,4G,Pixel 7,Verizon,n78,20,22.9,48,2,273.02,4,FALSE,Low,72.4,TRUE
Chennai,-103.9,984.51,24.32,11.9,2.02,5G NSA,Nord 4,Vi,n258,34,22.6,28,2,485.02,5,FALSE,High,18.1,FALSE
Delhi,-72.3,971.1,76.48,7.7,1.9,5G SA,iPhone 14,BSNL,n78,37,29.7,8,2,443.77,3,FALSE,Medium,90.2,FALSE
Chennai,-79.3,176.93,119.95,15.1,4.74,5G NSA,Nord 4,BSNL,n28,31,39.5,18,0,408.4,1,TRUE,Low,76.5,TRUE
Kolkata,-79.5,742.85,80.52,15.4,4.16,4G,Nord 4,Jio,n78,84,28.3,18,3,123.41,5,FALSE,Medium,94.1,FALSE
Berlin,-74.7,797.67,42.94,3.1,3,5G SA,Pixel 7,Verizon,n41,30,43.7,31,1,293.18,3,TRUE,High,26.8,FALSE
Mumbai,-74.9,461.09,147.19,5.7,2.3,4G,Nord 4,Jio,n258,11,26,32,3,345.96,1,FALSE,Medium,62.3,TRUE
Tokyo,-92,720.01,135.73,5.8,2.39,5G NSA,GT 7,Verizon,n78,29,27.8,56,4,238.56,1,TRUE,High,61.6,FALSE
Berlin,-106.3,805.98,87.95,1,4.74,4G,Nord 4,T-Mobile,n78,89,23.2,26,1,198.36,5,TRUE,Low,46.6,FALSE
Berlin,-61.7,260.67,106.66,4.8,1.17,4G,GT 7,AT&T,n41,37,34.1,3,0,410.1,1,TRUE,High,13.3,TRUE
Delhi,-108.8,597.97,100.43,9.1,4.66,4G,Galaxy S23,Jio,n28,54,27,34,2,391.25,3,TRUE,High,70.2,FALSE
Kolkata,-79.4,391.64,29.94,18.6,0.28,4G,Pixel 7,BSNL,n78,78,43,16,4,177.22,3,FALSE,Medium,44.2,FALSE
Mumbai,-72.3,840.64,137.52,1.4,0.35,4G,Nord 4,Vi,n28,62,24.5,3,3,300.36,2,FALSE,High,41.7,FALSE
Tokyo,-98.7,792.14,43.42,2.9,2.54,5G SA,Galaxy S23,AT&T,n78,99,28.2,49,2,365.51,1,TRUE,High,97.2,FALSE
Tokyo,-101,951.82,94.48,18.9,4.74,5G NSA,Galaxy S23,T-Mobile,n260,84,36.3,51,2,185.48,3,TRUE,Low,60.8,TRUE
Tokyo,-92.7,650.57,140.88,17.3,3.79,5G SA,GT 7,T-Mobile,n41,15,23.3,46,2,158.82,5,FALSE,Medium,68.4,TRUE
Mumbai,-96,378.74,128.79,7.3,3.36,5G SA,Pixel 7,BSNL,n258,66,31.7,30,2,82.48,2,TRUE,Medium,41.1,TRUE
New York,-101.7,235.27,116.48,6.2,4.75,5G SA,GT 7,AT&T,n260,87,24.9,44,1,434.08,5,FALSE,Low,43.3,FALSE
Chennai,-107.7,842.09,67.85,14.9,2.98,5G NSA,iPhone 14,Airtel,n78,85,23.3,42,0,230.27,2,FALSE,Medium,83.6,FALSE
Delhi,-71.1,864,58.46,3.7,0.73,4G,Nord 4,BSNL,n78,40,20.7,37,3,150.43,5,TRUE,Medium,64.6,TRUE
Chennai,-60.2,258.07,53.42,5.4,0.85,5G SA,iPhone 14,Airtel,n28,35,22,3,4,347.47,2,TRUE,High,80.1,FALSE
Mumbai,-95.1,413.05,63.84,7.7,4.75,5G NSA,iPhone 14,Jio,n78,86,28.5,1,4,186.84,1,TRUE,Low,32.5,FALSE
Kolkata,-79.2,136.6,49.75,14.4,4.51,5G SA,Galaxy S23,BSNL,n28,61,37.1,37,0,307.96,4,FALSE,Medium,61.3,TRUE
Kolkata,-73.3,764.96,128.52,19.2,4.93,4G,iPhone 14,BSNL,n78,31,40.4,38,2,251.94,1,TRUE,High,83.1,TRUE
Berlin,-75.1,475.78,90.94,16.8,1.82,4G,Galaxy S23,Verizon,n260,30,28.3,10,4,61.6,4,FALSE,Medium,48.6,FALSE
Delhi,-68.2,175.83,29.81,3.3,4.75,5G SA,Galaxy S23,BSNL,n78,12,24.4,11,1,203.72,5,TRUE,Low,58,TRUE
San Francisco,-102.6,336.32,116.98,9.5,0.63,4G,Nord 4,AT&T,n260,14,44.2,56,0,395.22,2,TRUE,High,27.6,TRUE
Delhi,-72.5,715.54,45.58,5.5,3.12,5G SA,GT 7,Vi,n78,25,27.4,28,2,77.09,3,FALSE,Medium,23.8,FALSE
Tokyo,-84.2,946.94,114.54,6.7,2.3,4G,iPhone 14,Verizon,n41,22,24.7,32,0,212.57,1,FALSE,Medium,67.3,TRUE
Delhi,-70.9,511.71,137.69,7.1,4.21,5G NSA,GT 7,Jio,n78,11,33.1,13,2,411.46,3,TRUE,Medium,90.5,FALSE
Mumbai,-90.8,637.3,28.8,11.3,4.75,5G SA,Nord 4,Vi,n28,25,21.3,7,3,155.43,3,TRUE,Low,52.6,FALSE
San Francisco,-81.3,619.3,111.91,17.8,2.1,5G NSA,Pixel 7,AT&T,n41,28,42.3,50,2,336.85,1,TRUE,Medium,19.2,FALSE
New York,-80,424.08,133.73,19.2,3.67,5G SA,Nord 4,Verizon,n41,54,28.4,11,0,19.13,3,TRUE,High,28.9,FALSE
Berlin,-70.4,436.88,111.71,12.7,0.24,5G SA,Galaxy S23,AT&T,n260,17,41.8,22,3,50.77,3,TRUE,Medium,37.5,TRUE
Berlin,-100.5,983.18,57.85,20,4.75,5G NSA,Galaxy S23,AT&T,n41,10,37.6,42,0,478.91,1,FALSE,Low,41.2,FALSE
Berlin,-80.5,634.2,147.85,19.9,1.75,5G NSA,Nord 4,AT&T,n260,34,31.5,23,0,438.05,1,TRUE,High,62.8,FALSE
San Francisco,-68.7,940.19,83.55,5.8,0.48,5G SA,iPhone 14,AT&T,n260,44,27.6,52,1,119.52,3,TRUE,High,37.8,TRUE
Chennai,-67.6,927.91,119.5,5.6,4.04,5G SA,GT 7,Airtel,n78,48,30.3,1,1,147.26,2,FALSE,High,95.1,TRUE
Chennai,-106.1,624.44,146.64,3.8,1.86,5G NSA,Nord 4,BSNL,n78,21,32.1,48,2,79.03,4,TRUE,Medium,95.8,TRUE
New York,-105.4,902.48,88.56,15.8,1.87,5G SA,Pixel 7,AT&T,n41,85,25.2,23,4,196.51,1,TRUE,Medium,50.4,FALSE
Tokyo,-99.2,650.67,112.22,17.1,1.08,5G NSA,iPhone 14,Verizon,n260,10,37,1,3,194.06,2,TRUE,Medium,18.1,FALSE
Mumbai,-80.6,875.67,106.42,15,3.99,5G SA,iPhone 14,Jio,n258,11,36.6,29,3,400.23,4,FALSE,Medium,14.9,TRUE
Berlin,-77.8,612.16,40.65,14.6,0.91,5G SA,GT 7,AT&T,n41,59,30.5,32,4,396.08,2,FALSE,Medium,76.8,TRUE
Mumbai,-75.5,308.95,51.9,5.1,5,5G NSA,Galaxy S23,BSNL,n78,88,23.8,2,4,126.11,1,FALSE,High,27.4,FALSE
Mumbai,-107,690.92,134.77,7.2,3.62,5G SA,Galaxy S23,BSNL,n28,98,26.7,54,4,355.54,5,FALSE,Medium,67.4,FALSE
Tokyo,-60.5,259.82,132.91,3.8,4.75,4G,Galaxy S23,T-Mobile,n260,20,40.8,5,0,164.27,3,FALSE,Low,56.8,TRUE
Kolkata,-104,197.88,102.15,8.5,0.44,5G SA,Pixel 7,Airtel,n28,86,23.1,51,4,465.94,1,TRUE,Medium,66,TRUE
San Francisco,-65.3,290.39,37.03,1.4,4.75,5G SA,Nord 4,AT&T,n260,74,35.5,39,1,194.51,2,TRUE,Low,70.6,TRUE
New York,-61.4,215.82,147.34,12.1,1.22,4G,iPhone 14,T-Mobile,n41,83,33.4,32,3,464.78,3,FALSE,High,25,TRUE
Mumbai,-78.8,970.7,62.18,5.7,0.22,4G,Galaxy S23,Airtel,n28,78,40.7,10,1,126.43,5,FALSE,Medium,97.2,FALSE
Chennai,-108.1,925.89,58.23,5.5,3.43,4G,Pixel 7,BSNL,n78,87,22,30,1,416.78,2,FALSE,Medium,25,TRUE
Delhi,-74.8,286.15,135.57,1.6,4.68,5G SA,Pixel 7,Airtel,n78,39,29.9,36,3,498.37,4,FALSE,Medium,70.4,TRUE
Chennai,-96.2,388.76,20.26,4.3,1.39,5G SA,Nord 4,BSNL,n28,19,29.3,33,2,107.59,1,FALSE,High,61.3,TRUE
Chennai,-87.8,229.52,110.84,10.7,4.75,5G SA,Pixel 7,Vi,n28,10,22.4,18,2,114.7,2,FALSE,Low,27.7,TRUE
Chennai,-77.4,260.93,121.5,18.5,0.68,5G SA,Nord 4,Airtel,n258,45,20.1,7,4,496.97,4,FALSE,Medium,99.6,FALSE
Tokyo,-107.9,417.73,60.68,16,3.09,5G SA,GT 7,T-Mobile,n260,92,43.2,46,4,497.91,4,FALSE,Medium,16.8,FALSE
Delhi,-94.3,185.21,49.63,6.9,0.45,5G SA,Galaxy S23,BSNL,n78,10,26,46,2,221.45,5,TRUE,High,27.9,FALSE
Delhi,-101.4,253.19,28.6,10.6,3.7,5G SA,GT 7,Jio,n258,67,22.6,3,4,466.01,2,TRUE,High,48.2,TRUE
San Francisco,-99.8,810.65,69.65,18,3.94,4G,Galaxy S23,AT&T,n78,58,21.2,51,2,416.64,2,FALSE,High,36.6,FALSE
Mumbai,-94.4,642.46,37.5,8.2,2.99,5G NSA,Galaxy S23,Airtel,n258,90,27,49,2,14,4,FALSE,Medium,67,TRUE
San Francisco,-60.8,114.77,97.42,4.4,4.75,5G NSA,GT 7,AT&T,n260,52,22.9,15,0,82.25,4,FALSE,Low,18.8,FALSE
Mumbai,-62.3,156.59,22.75,18.8,1.66,5G NSA,GT 7,Jio,n28,22,34.4,42,2,313.1,4,FALSE,Medium,42.1,TRUE
Tokyo,-98.6,710.5,28.48,12.7,0.67,4G,iPhone 14,AT&T,n41,45,39.7,42,1,26.99,2,TRUE,High,81.4,FALSE
Kolkata,-63.5,354.53,121.08,16.1,4.44,5G SA,iPhone 14,Airtel,n258,57,38.8,16,2,214.81,5,TRUE,Medium,96.4,TRUE
San Francisco,-75.4,577.74,107.41,1.4,4.75,4G,Pixel 7,AT&T,n78,90,32.3,11,1,165.65,1,TRUE,Low,87,TRUE
San Francisco,-67.2,227.99,46.52,6.5,4.75,5G SA,GT 7,T-Mobile,n78,52,26.7,58,4,324.26,4,FALSE,Low,98.8,TRUE
Kolkata,-90.5,861.71,52.15,6.9,4.76,4G,Pixel 7,BSNL,n258,15,39.3,10,4,21.78,1,FALSE,Low,88.4,TRUE
Delhi,-85.2,575.44,146.2,13.5,2.96,5G NSA,GT 7,Airtel,n78,90,29.2,6,0,125.28,2,FALSE,Medium,15.6,FALSE
Mumbai,-68,342.93,42.19,4,3.27,5G NSA,GT 7,BSNL,n28,95,38.2,27,4,77.67,1,FALSE,Medium,80.6,TRUE
Tokyo,-63.4,802.13,69.48,19.6,1.96,5G NSA,GT 7,AT&T,n260,80,36.8,8,2,90.72,1,FALSE,Medium,27.4,FALSE
Mumbai,-65,611,66.82,11.4,4.76,5G NSA,Pixel 7,BSNL,n258,93,31.3,42,4,363.89,5,FALSE,Low,64.5,TRUE
San Francisco,-97,961.09,117.61,1.3,3.39,5G NSA,Pixel 7,T-Mobile,n41,10,22.5,23,1,446.31,1,TRUE,High,58.7,TRUE
New York,-93.5,637.44,63.19,8,3.68,4G,GT 7,AT&T,n78,48,40.2,12,0,254.26,3,FALSE,Medium,33.1,FALSE
Berlin,-104.2,710.99,66.33,5.7,4.53,5G SA,Galaxy S23,AT&T,n260,90,20.7,40,2,201.64,5,TRUE,High,79.7,FALSE
San Francisco,-87.4,275.25,129.84,4.3,2.55,5G SA,Galaxy S23,AT&T,n260,58,29.6,42,4,214.66,1,TRUE,High,65.5,FALSE
Delhi,-94.8,771.25,57.51,18.4,1.23,5G SA,iPhone 14,Vi,n258,56,33.4,1,2,212.86,4,TRUE,Medium,69.1,TRUE
Delhi,-104.3,994.56,124.03,11.8,0.16,4G,Nord 4,BSNL,n28,74,33.2,36,2,162.22,4,FALSE,Medium,64.1,FALSE
New York,-61.2,977.32,52.09,13.6,1.12,5G NSA,Nord 4,Verizon,n41,10,35.5,56,4,50.54,2,FALSE,Medium,74,FALSE
Tokyo,-90.9,393.12,30.95,4.6,0.66,4G,GT 7,Verizon,n41,82,38,16,4,283.45,4,TRUE,Medium,68.8,FALSE
San Francisco,-99.6,127.29,109.55,16.9,4.62,5G NSA,Galaxy S23,T-Mobile,n260,22,26.2,18,1,202.14,1,TRUE,High,72.5,TRUE
Berlin,-76.7,223.51,143.51,5.3,4.06,5G NSA,iPhone 14,AT&T,n260,33,32.1,44,1,385.97,5,TRUE,Medium,82.2,TRUE
Delhi,-102.8,238.3,69.36,5.9,1.39,5G NSA,Pixel 7,Vi,n258,40,32.7,10,2,432.88,4,TRUE,High,95.4,TRUE
Tokyo,-87.5,367.24,70.51,3.7,4.76,5G SA,Galaxy S23,AT&T,n41,28,31.5,5,1,204.02,3,TRUE,Low,84,FALSE
Chennai,-61.4,248.51,116.39,5.1,4.76,5G NSA,Galaxy S23,Vi,n28,70,25,8,1,438.95,5,FALSE,Low,46.3,TRUE
Tokyo,-75,481.02,84.54,16.9,1.54,4G,Galaxy S23,T-Mobile,n41,65,23.2,58,1,18.84,4,FALSE,High,14.2,TRUE
New York,-64.7,692.32,124.96,14.1,4.88,5G NSA,iPhone 14,AT&T,n260,85,29.4,17,3,429.11,1,FALSE,Medium,49.7,TRUE
Kolkata,-105.4,865.9,59.07,18.7,4.76,4G,Nord 4,Vi,n28,58,44,18,3,130.61,4,TRUE,Low,94.4,FALSE
Berlin,-62.4,476.01,52.79,6.4,4.76,4G,Nord 4,Verizon,n78,75,27.3,52,2,13.43,5,FALSE,Low,39.5,TRUE
San Francisco,-65.3,379.81,36.86,4.9,4.76,5G SA,GT 7,AT&T,n78,57,44.1,4,4,347.57,2,TRUE,Low,78.1,FALSE
Berlin,-62.6,851.15,142.45,1.6,2,4G,Pixel 7,Verizon,n41,31,24.7,49,2,351.57,1,TRUE,Medium,53.9,TRUE
New York,-60.7,260.74,41.2,9.1,0.75,4G,Nord 4,T-Mobile,n260,91,23.5,1,2,32.79,3,TRUE,High,74.1,FALSE
Delhi,-66.5,643.86,41.7,10.8,1.84,5G NSA,Pixel 7,Jio,n28,29,24.9,14,1,98.63,1,FALSE,Medium,11.8,TRUE
Delhi,-75.4,408.27,64.15,10.9,4.76,5G SA,Nord 4,BSNL,n258,47,34.3,31,0,409.57,2,FALSE,Low,33.4,TRUE
Mumbai,-92.2,162.46,69.49,19.1,3.75,5G NSA,iPhone 14,Vi,n258,66,21.9,8,3,28.64,2,TRUE,High,69.3,TRUE
Delhi,-103,133.33,109.06,15,1.82,4G,GT 7,Vi,n28,92,24.1,36,0,353.83,2,FALSE,Medium,66.1,TRUE
Tokyo,-104,259.85,48.2,19,4.67,5G NSA,iPhone 14,T-Mobile,n41,68,36.5,56,2,465.18,2,TRUE,High,44.5,FALSE
New York,-67.4,705.5,47.83,10.7,4.76,5G NSA,Galaxy S23,Verizon,n78,94,32.7,37,2,366.48,1,TRUE,Low,92.2,FALSE
Berlin,-65.4,262.41,116.83,2.5,0.36,5G SA,Nord 4,Verizon,n78,19,34.1,1,4,130.85,1,FALSE,Medium,34.3,FALSE
Mumbai,-107.3,279.53,25.21,17.2,4.76,4G,Galaxy S23,Jio,n258,62,39.3,25,1,422.3,1,TRUE,Low,50.5,FALSE
New York,-72.8,334.56,124.91,6.9,0.17,4G,Galaxy S23,Verizon,n260,23,31.7,20,3,425.9,3,FALSE,Medium,55.7,FALSE
Tokyo,-109,623.67,53.45,19.3,3.84,5G NSA,Galaxy S23,T-Mobile,n78,71,30,19,1,379.12,2,TRUE,Medium,30,TRUE
Tokyo,-90,202.02,146.32,17.9,1.77,5G NSA,Galaxy S23,Verizon,n260,28,37.5,46,2,212.4,3,TRUE,Medium,61.6,FALSE
San Francisco,-78.4,505.74,53.02,7.7,0.77,5G NSA,iPhone 14,T-Mobile,n41,37,30.5,35,0,380.94,2,FALSE,Medium,31.8,FALSE
Tokyo,-97.2,944.71,95.77,17.2,3.52,5G SA,Nord 4,Verizon,n260,36,40.6,26,2,86.34,5,TRUE,Medium,32.2,FALSE
San Francisco,-94.2,915.2,105.58,12.6,4.15,4G,iPhone 14,T-Mobile,n260,77,31.8,33,1,409.73,1,TRUE,High,87.3,TRUE
San Francisco,-62.1,545.39,27.09,19.6,3.9,5G SA,Galaxy S23,Verizon,n260,15,26.8,17,3,152.5,1,FALSE,Medium,27.7,FALSE
Kolkata,-94.3,368.59,97.85,10.7,4.76,5G NSA,Nord 4,Vi,n258,76,34.7,54,0,409.04,4,TRUE,Low,12.4,TRUE
Berlin,-67.4,928.46,106.35,10.2,1.52,5G SA,GT 7,AT&T,n260,81,38,31,0,58.74,4,TRUE,High,13.7,FALSE
San Francisco,-62.9,124.38,90.96,6.2,4.76,5G SA,Nord 4,AT&T,n78,90,39.9,42,0,124.98,1,FALSE,Low,96,FALSE
New York,-62,836.01,47.69,8.4,3.23,4G,GT 7,AT&T,n260,81,24.2,59,1,98.73,5,FALSE,Medium,94.7,FALSE
Mumbai,-61.4,245.25,121.38,16.9,3.84,4G,Galaxy S23,Vi,n78,58,42.9,20,2,236.73,4,FALSE,High,10.9,FALSE
Delhi,-77,768.72,56.78,7.2,3.84,5G NSA,Pixel 7,BSNL,n258,39,34.3,26,3,43,2,FALSE,High,12.1,TRUE
Kolkata,-104.9,650.48,78.99,17.2,1.07,5G NSA,Nord 4,Jio,n258,80,38.9,24,1,458.47,4,TRUE,High,21.3,FALSE
Chennai,-73.9,420.49,134.27,9.5,0.18,4G,iPhone 14,Airtel,n28,41,20.9,28,3,87.95,3,TRUE,Medium,38.5,TRUE
Kolkata,-73.8,134.83,141.02,6.9,4.76,5G NSA,iPhone 14,Airtel,n258,17,37.9,12,2,209.49,3,FALSE,Low,18.5,TRUE
Tokyo,-61.4,272.24,107.17,13.7,4.76,5G SA,Pixel 7,AT&T,n78,70,24.1,34,2,288.93,4,FALSE,Low,70.5,FALSE
Chennai,-89,929.98,121.71,6.5,0.6,5G NSA,GT 7,Vi,n28,88,44.4,30,2,309.08,5,FALSE,Medium,82,FALSE
Chennai,-108.3,663.97,62.42,6.1,0.95,5G SA,iPhone 14,Airtel,n78,27,24,42,4,99.69,3,TRUE,Medium,89.2,FALSE
Delhi,-98,323.57,134.9,18.6,4.76,5G NSA,Nord 4,BSNL,n258,97,31.8,7,4,120.17,1,TRUE,Low,82.9,TRUE
Berlin,-84,620.68,129.34,2.9,0.94,5G NSA,GT 7,T-Mobile,n260,31,30.7,37,0,203.33,4,FALSE,High,93,FALSE
Chennai,-65.9,732.71,75.94,1,4.12,4G,Galaxy S23,Vi,n258,32,44.1,9,3,208.32,5,FALSE,Medium,70.1,FALSE
San Francisco,-69.2,529.68,96.63,14.9,3.11,5G NSA,GT 7,AT&T,n41,61,24.7,37,0,78.09,3,TRUE,High,95.7,FALSE
New York,-75.6,368.9,131.09,17.6,3.5,5G NSA,GT 7,T-Mobile,n260,83,21.5,12,4,489.16,1,TRUE,High,80,FALSE
Delhi,-81.8,844.46,73.05,15.2,3.39,5G NSA,iPhone 14,Vi,n78,44,26.8,37,4,391.8,2,TRUE,Medium,21.4,FALSE
San Francisco,-102.7,300.02,86.54,19.2,4.47,5G SA,Galaxy S23,Verizon,n41,68,38,57,3,40.48,3,FALSE,High,26,FALSE
Tokyo,-86.8,855.1,128.94,3,4.76,4G,iPhone 14,Verizon,n78,63,22,43,0,202.1,3,TRUE,Low,25.4,TRUE
Delhi,-85.4,449.59,42.83,16.6,4.03,5G NSA,Galaxy S23,BSNL,n28,37,42.7,21,1,174.18,5,TRUE,High,74.3,TRUE
Delhi,-100.6,498.76,138.1,8.2,4.76,4G,Nord 4,Airtel,n78,46,21.4,9,3,110.73,4,FALSE,Low,58.1,TRUE
San Francisco,-81.1,770.58,142.66,16.8,2.12,5G NSA,Pixel 7,AT&T,n41,42,40.7,33,2,67.11,5,TRUE,High,73.1,TRUE
Tokyo,-109.1,372.2,44.5,13.3,4.85,4G,GT 7,Verizon,n41,38,31.2,15,0,238.74,1,TRUE,Medium,51.1,FALSE
Mumbai,-75.3,751.41,70.95,12,2.4,5G SA,Galaxy S23,Jio,n28,33,40.8,19,4,277.74,3,FALSE,Medium,52.6,TRUE
Chennai,-70.8,323.85,128.43,6.7,4.76,5G NSA,iPhone 14,Vi,n258,37,22,35,4,375.5,1,FALSE,Low,42.1,FALSE
Kolkata,-99.4,407.04,134.72,3.5,4.76,5G SA,Nord 4,Vi,n258,53,36.8,9,2,140.02,1,TRUE,High,37.5,TRUE
Kolkata,-96.8,855.41,35.74,12.3,4.76,5G NSA,Pixel 7,Vi,n258,29,32.2,49,3,266,3,TRUE,Low,48.7,FALSE
Berlin,-64.9,590.83,92.17,4.4,4.76,4G,Pixel 7,T-Mobile,n41,36,32.2,10,3,104.93,4,TRUE,Low,20.1,TRUE
Delhi,-60.3,515.21,144.28,1.2,3.71,5G SA,Pixel 7,BSNL,n258,47,34.2,9,1,136.09,3,TRUE,High,40.4,FALSE
San Francisco,-71.7,190.2,67.97,11.8,4.76,5G NSA,Pixel 7,AT&T,n41,96,39.2,45,3,357.79,1,FALSE,Low,37.2,FALSE
Kolkata,-108.1,334.05,53.81,9,4.76,5G SA,Nord 4,BSNL,n28,69,23.5,39,0,109.37,2,TRUE,Low,99.5,FALSE
Berlin,-82.6,140.16,136.7,16.7,2.81,4G,iPhone 14,AT&T,n41,11,22.4,30,1,239.3,3,FALSE,High,60.4,FALSE
Chennai,-94.9,175.47,98.48,9.1,1.76,4G,Galaxy S23,BSNL,n78,37,36.4,59,0,176.15,1,TRUE,Medium,41.5,TRUE
Mumbai,-103.8,672.86,96.07,17.1,2.26,4G,GT 7,BSNL,n258,39,24.9,39,4,108.16,1,TRUE,High,64.1,TRUE
Kolkata,-87.9,344.93,133.78,1.3,1.16,5G NSA,GT 7,BSNL,n78,48,23.5,26,1,14.14,1,TRUE,Medium,51.4,FALSE
Delhi,-102,743.67,23.02,19,3.12,5G SA,Nord 4,BSNL,n28,23,37.1,34,0,340.81,3,TRUE,Medium,28.4,TRUE
Kolkata,-65.6,826.22,135.01,10,1.78,4G,iPhone 14,Airtel,n258,36,33.5,7,3,469.17,3,TRUE,Medium,38.4,FALSE
San Francisco,-71.7,778.32,90.58,9.3,4.76,5G SA,iPhone 14,Verizon,n41,62,36.3,15,4,224.91,2,FALSE,Low,61.1,FALSE
New York,-100.9,563.54,112.9,8.2,4.77,5G NSA,iPhone 14,AT&T,n41,48,32.9,13,2,43.01,3,TRUE,Low,19.6,TRUE
Mumbai,-102.6,746.38,61.02,18.9,1.72,4G,Nord 4,Vi,n78,49,27.7,58,4,359.45,2,TRUE,Medium,73.8,FALSE
